,,,,1,-117456896
4575,-104218624,F9C9C000,,,
4577,-97304576,FA334000,,,
4579,-96452608,FA404000,,,
4581,-95698944,FA4BC000,,,
4583,-95027200,FA560000,,,
4585,-94355456,FA604000,,,
4587,-93601792,FA6BC000,,,
4589,-92930048,FA760000,,,
4591,-92372992,FA7E8000,,,
4593,-91979776,FA848000,,,
4595,-91734016,FA884000,,,
4597,-91570176,FA8AC000,,,
4599,-91619328,FA8A0000,,,
4601,-91766784,FA87C000,,,
4603,-92143616,FA820000,,,
4605,-92782592,FA784000,,,
4607,-93569024,FA6C4000,,,
4609,-94535680,FA5D8000,,,
4611,-95649792,FA4C8000,,,
4613,-96878592,FA39C000,,,
4615,-98156544,FA264000,,,
4617,-99450880,FA128000,,,
4619,-100794368,F9FE0000,,,
4621,-102088704,F9EA4000,,,
4623,-103333888,F9D74000,,,
4625,-104873984,F9BFC000,,,
4627,-106561536,F9A60000,,,
4629,-108118016,F98E4000,,,
4631,-109559808,F9784000,,,
4633,-111083520,F9610000,,,
4635,-112787456,F9470000,,,
4637,-114573312,F92BC000,,,
4639,-116228096,F9128000,,,
4641,-117817344,F8FA4000,,,
4643,-119291904,F8E3C000,,,
4645,-120651776,F8CF0000,,,
4647,-121864192,F8BC8000,,,
4649,-122896384,F8ACC000,,,
4651,-123830272,F89E8000,,,
4653,-124583936,F8930000,,,
4655,-125272064,F8888000,,,
4657,-125960192,F87E0000,,,
4659,-126418944,F8770000,,,
4661,-126730240,F8724000,,,
4663,-127123456,F86C4000,,,
4665,-127467520,F8670000,,,
4667,-127598592,F8650000,,,
4669,-127614976,F864C000,,,
4671,-127434752,F8678000,,,
4673,-127107072,F86C8000,,,
4675,-126550016,F8750000,,,
4677,-125665280,F8828000,,,
4679,-124731392,F890C000,,,
4681,-123715584,F8A04000,,,
4683,-122519552,F8B28000,,,
4685,-121176064,F8C70000,,,
4687,-119767040,F8DC8000,,,
4689,-112508928,F94B4000,,,
4691,-111280128,F95E0000,,,
4693,-109969408,F9720000,,,
4695,-108544000,F987C000,,,
4697,-107151360,F99D0000,,,
4699,-105725952,F9B2C000,,,
4701,-104202240,F9CA0000,,,
4703,-102744064,F9E04000,,,
4705,-101335040,F9F5C000,,,
4707,-100106240,FA088000,,,
4709,-99139584,FA174000,,,
4711,-98189312,FA25C000,,,
4713,-97304576,FA334000,,,
4715,-96419840,FA40C000,,,
4717,-95535104,FA4E4000,,,
4719,-94814208,FA594000,,,
4721,-94142464,FA638000,,,
4723,-93454336,FA6E0000,,,
4725,-92815360,FA77C000,,,
4727,-92225536,FA80C000,,,
4729,-91799552,FA874000,,,
4731,-91586560,FA8A8000,,,
4733,-91488256,FA8C0000,,,
4735,-91537408,FA8B4000,,,
4737,-91734016,FA884000,,,
4739,-92094464,FA82C000,,,
4741,-92749824,FA78C000,,,
4743,-93454336,FA6E0000,,,
4745,-94371840,FA600000,,,
4747,-95535104,FA4E4000,,,
4749,-96747520,FA3BC000,,,
4751,-98140160,FA268000,,,
4753,-99450880,FA128000,,,
4755,-100679680,F9FFC000,,,
4757,-102039552,F9EB0000,,,
4759,-103366656,F9D6C000,,,
4761,-104841216,F9C04000,,,
4763,-106496000,F9A70000,,,
4765,-108003328,F9900000,,,
4767,-109559808,F9784000,,,
4769,-111132672,F9604000,,,
4771,-112607232,F949C000,,,
4773,-114343936,F92F4000,,,
4775,-116080640,F914C000,,,
4777,-117702656,F8FC0000,,,
4779,-119177216,F8E58000,,,
4781,-120569856,F8D04000,,,
4783,-121798656,F8BD8000,,,
4785,-122814464,F8AE0000,,,
4787,-123797504,F89F0000,,,
4789,-124485632,F8948000,,,
4791,-125206528,F8898000,,,
4793,-125927424,F87E8000,,,
4795,-126353408,F8780000,,,
4797,-126779392,F8718000,,,
4799,-127139840,F86C0000,,,
4801,-126173184,F87AC000,,,
4803,-125435904,F8860000,,,
4805,-124436480,F8954000,,,
4807,-123404288,F8A50000,,,
4809,-122191872,F8B78000,,,
4811,-120799232,F8CCC000,,,
4813,-119439360,F8E18000,,,
4815,-118063104,F8F68000,,,
4817,-116801536,F909C000,,,
4819,-115654656,F91B4000,,,
4821,-114507776,F92CC000,,,
4823,-113491968,F93C4000,,,
4825,-112328704,F94E0000,,,
4827,-111034368,F961C000,,,
4829,-109772800,F9750000,,,
4831,-108412928,F989C000,,,
4833,-107003904,F99F4000,,,
4835,-105562112,F9B54000,,,
4837,-104005632,F9CD0000,,,
4839,-102531072,F9E38000,,,
4841,-101187584,F9F80000,,,
4843,-99942400,FA0B0000,,,
4845,-98910208,FA1AC000,,,
4847,-97878016,FA2A8000,,,
4849,-96862208,FA3A0000,,,
4851,-95993856,FA474000,,,
4853,-95256576,FA528000,,,
4855,-94584832,FA5CC000,,,
4857,-93880320,FA678000,,,
4859,-93159424,FA728000,,,
4861,-92536832,FA7C0000,,,
4863,-92045312,FA838000,,,
4865,-91635712,FA89C000,,,
4867,-91340800,FA8E4000,,,
4869,-91160576,FA910000,,,
4871,-91160576,FA910000,,,
4873,-91340800,FA8E4000,,,
4875,-91717632,FA888000,,,
4877,-92340224,FA7F0000,,,
4879,-93093888,FA738000,,,
4881,-94044160,FA650000,,,
4883,-95141888,FA544000,,,
4885,-96387072,FA414000,,,
4887,-97779712,FA2C0000,,,
4889,-99090432,FA180000,,,
4891,-100368384,FA048000,,,
4893,-101613568,F9F18000,,,
4895,-102891520,F9DE0000,,,
4897,-104513536,F9C54000,,,
4899,-106217472,F9AB4000,,,
4901,-107659264,F9954000,,,
4903,-109117440,F97F0000,,,
4905,-110673920,F9674000,,,
4907,-112279552,F94EC000,,,
4909,-113999872,F9348000,,,
4911,-115785728,F9194000,,,
4913,-123731968,F8A00000,,,
4915,-124370944,F8964000,,,
4917,-125059072,F88BC000,,,
4919,-125763584,F8810000,,,
4921,-126271488,F8794000,,,
4923,-126713856,F8728000,,,
4925,-127025152,F86DC000,,,
4927,-127369216,F8688000,,,
4929,-127549440,F865C000,,,
4931,-127500288,F8668000,,,
4933,-127385600,F8684000,,,
4935,-127041536,F86D8000,,,
4937,-126484480,F8760000,,,
4939,-125665280,F8828000,,,
4941,-124698624,F8914000,,,
4943,-123666432,F8A10000,,,
4945,-122486784,F8B30000,,,
4947,-121176064,F8C70000,,,
4949,-119832576,F8DB8000,,,
4951,-118472704,F8F04000,,,
4953,-117129216,F904C000,,,
4955,-116015104,F915C000,,,
4957,-114950144,F9260000,,,
4959,-113836032,F9370000,,,
4961,-112672768,F948C000,,,
4963,-111345664,F95D0000,,,
4965,-110034944,F9710000,,,
4967,-108691456,F9858000,,,
4969,-107298816,F99AC000,,,
4971,-105807872,F9B18000,,,
4973,-104300544,F9C88000,,,
4975,-102809600,F9DF4000,,,
4977,-101416960,F9F48000,,,
4979,-100220928,FA06C000,,,
4981,-99205120,FA164000,,,
4983,-98189312,FA25C000,,,
4985,-97288192,FA338000,,,
4987,-96419840,FA40C000,,,
4989,-95617024,FA4D0000,,,
4991,-94928896,FA578000,,,
4993,-94158848,FA634000,,,
4995,-93470720,FA6DC000,,,
4997,-92848128,FA774000,,,
4999,-92258304,FA804000,,,
5001,-91848704,FA868000,,,
5003,-91553792,FA8B0000,,,
5005,-91455488,FA8C8000,,,
5007,-91537408,FA8B4000,,,
5009,-91668480,FA894000,,,
5011,-92028928,FA83C000,,,
5013,-92667904,FA7A0000,,,
5015,-93421568,FA6E8000,,,
5017,-94322688,FA60C000,,,
5019,-95387648,FA508000,,,
5021,-96714752,FA3C4000,,,
5023,-98107392,FA270000,,,
5025,-106364928,F9A90000,,,
5027,-107905024,F9918000,,,
5029,-109346816,F97B8000,,,
5031,-110968832,F962C000,,,
5033,-112525312,F94B0000,,,
5035,-114294784,F9300000,,,
5037,-116080640,F914C000,,,
5039,-117587968,F8FDC000,,,
5041,-119062528,F8E74000,,,
5043,-120520704,F8D10000,,,
5045,-121700352,F8BF0000,,,
5047,-122716160,F8AF8000,,,
5049,-123666432,F8A10000,,,
5051,-124436480,F8954000,,,
5053,-125140992,F88A8000,,,
5055,-125779968,F880C000,,,
5057,-126287872,F8790000,,,
5059,-126746624,F8720000,,,
5061,-127074304,F86D0000,,,
5063,-127352832,F868C000,,,
5065,-127483904,F866C000,,,
5067,-127500288,F8668000,,,
5069,-127434752,F8678000,,,
5071,-127074304,F86D0000,,,
5073,-126468096,F8764000,,,
5075,-125714432,F881C000,,,
5077,-124796928,F88FC000,,,
5079,-123781120,F89F4000,,,
5081,-122585088,F8B18000,,,
5083,-121225216,F8C64000,,,
5085,-119848960,F8DB4000,,,
5087,-118505472,F8EFC000,,,
5089,-117260288,F902C000,,,
5091,-116080640,F914C000,,,
5093,-114999296,F9254000,,,
5095,-113901568,F9360000,,,
5097,-112738304,F947C000,,,
5099,-111476736,F95B0000,,,
5101,-110149632,F96F4000,,,
5103,-108806144,F983C000,,,
5105,-107462656,F9984000,,,
5107,-106020864,F9AE4000,,,
5109,-104513536,F9C54000,,,
5111,-102973440,F9DCC000,,,
5113,-101548032,F9F28000,,,
5115,-100368384,FA048000,,,
5117,-99303424,FA14C000,,,
5119,-98320384,FA23C000,,,
5121,-97419264,FA318000,,,
5123,-96534528,FA3F0000,,,
5125,-95813632,FA4A0000,,,
5127,-95125504,FA548000,,,
5129,-94322688,FA60C000,,,
5131,-93634560,FA6B4000,,,
5133,-93028352,FA748000,,,
5135,-92405760,FA7E0000,,,
5137,-92209152,FA810000,,,
5139,-92782592,FA784000,,,
5141,-93552640,FA6C8000,,,
5143,-94420992,FA5F4000,,,
5145,-95600640,FA4D4000,,,
5147,-96862208,FA3A0000,,,
5149,-98172928,FA260000,,,
5151,-99565568,FA10C000,,,
5153,-100827136,F9FD8000,,,
5155,-102072320,F9EA8000,,,
5157,-103383040,F9D68000,,,
5159,-104857600,F9C00000,,,
5161,-106545152,F9A64000,,,
5163,-108003328,F9900000,,,
5165,-109428736,F97A4000,,,
5167,-111099904,F960C000,,,
5169,-112656384,F9490000,,,
5171,-114376704,F92EC000,,,
5173,-116195328,F9130000,,,
5175,-117702656,F8FC0000,,,
5177,-119128064,F8E64000,,,
5179,-120602624,F8CFC000,,,
5181,-121815040,F8BD4000,,,
5183,-122814464,F8AE0000,,,
5185,-123699200,F8A08000,,,
5187,-124452864,F8950000,,,
5189,-125140992,F88A8000,,,
5191,-125779968,F880C000,,,
5193,-126353408,F8780000,,,
5195,-126763008,F871C000,,,
5197,-127041536,F86D8000,,,
5199,-127369216,F8688000,,,
5201,-127565824,F8658000,,,
5203,-127582208,F8654000,,,
5205,-127467520,F8670000,,,
5207,-127074304,F86D0000,,,
5209,-126517248,F8758000,,,
5211,-125763584,F8810000,,,
5213,-124796928,F88FC000,,,
5215,-123764736,F89F8000,,,
5217,-122617856,F8B10000,,,
5219,-121356288,F8C44000,,,
5221,-119947264,F8D9C000,,,
5223,-118554624,F8EF0000,,,
5225,-117293056,F9024000,,,
5227,-116162560,F9138000,,,
5229,-115097600,F923C000,,,
5231,-113999872,F9348000,,,
5233,-112820224,F9468000,,,
5235,-111624192,F958C000,,,
5237,-110329856,F96C8000,,,
5239,-108953600,F9818000,,,
5241,-107544576,F9970000,,,
5243,-106102784,F9AD0000,,,
5245,-104562688,F9C48000,,,
5247,-97402880,FA31C000,,,
5249,-96501760,FA3F8000,,,
5251,-95633408,FA4CC000,,,
5253,-94961664,FA570000,,,
5255,-94355456,FA604000,,,
5257,-93618176,FA6B8000,,,
5259,-92962816,FA758000,,,
5261,-92405760,FA7E0000,,,
5263,-91979776,FA848000,,,
5265,-91766784,FA87C000,,,
5267,-91619328,FA8A0000,,,
5269,-91570176,FA8AC000,,,
5271,-91766784,FA87C000,,,
5273,-92110848,FA828000,,,
5275,-92717056,FA794000,,,
5277,-93454336,FA6E0000,,,
5279,-94322688,FA60C000,,,
5281,-95485952,FA4F0000,,,
5283,-96698368,FA3C8000,,,
5285,-98009088,FA288000,,,
5287,-99352576,FA140000,,,
5289,-100597760,FA010000,,,
5291,-101892096,F9ED4000,,,
5293,-103268352,F9D84000,,,
5295,-104726528,F9C20000,,,
5297,-106463232,F9A78000,,,
5299,-108003328,F9900000,,,
5301,-109428736,F97A4000,,,
5303,-111001600,F9624000,,,
5305,-112541696,F94AC000,,,
5307,-114262016,F9308000,,,
5309,-116080640,F914C000,,,
5311,-117620736,F8FD4000,,,
5313,-119111680,F8E68000,,,
5315,-120487936,F8D18000,,,
5317,-121700352,F8BF0000,,,
5319,-122847232,F8AD8000,,,
5321,-123797504,F89F0000,,,
5323,-124502016,F8944000,,,
5325,-125173760,F88A0000,,,
5327,-125911040,F87EC000,,,
5329,-126435328,F876C000,,,
5331,-126828544,F870C000,,,
5333,-127156224,F86BC000,,,
5335,-127369216,F8688000,,,
5337,-127483904,F866C000,,,
5339,-127533056,F8660000,,,
5341,-127385600,F8684000,,,
5343,-127041536,F86D8000,,,
5345,-126566400,F874C000,,,
5347,-125812736,F8804000,,,
5349,-124878848,F88E8000,,,
5351,-123846656,F89E4000,,,
5353,-122601472,F8B14000,,,
5355,-121323520,F8C4C000,,,
5357,-119914496,F8DA4000,,,
5359,-112640000,F9494000,,,
5361,-111362048,F95CC000,,,
5363,-110100480,F9700000,,,
5365,-108806144,F983C000,,,
5367,-107347968,F99A0000,,,
5369,-105922560,F9AFC000,,,
5371,-104382464,F9C74000,,,
5373,-102842368,F9DEC000,,,
5375,-101482496,F9F38000,,,
5377,-100253696,FA064000,,,
5379,-99205120,FA164000,,,
5381,-98238464,FA250000,,,
5383,-97239040,FA344000,,,
5385,-96403456,FA410000,,,
5387,-95666176,FA4C4000,,,
5389,-94896128,FA580000,,,
5391,-94191616,FA62C000,,,
5393,-93503488,FA6D4000,,,
5395,-92864512,FA770000,,,
5397,-92274688,FA800000,,,
5399,-91832320,FA86C000,,,
5401,-91570176,FA8AC000,,,
5403,-91373568,FA8DC000,,,
5405,-91389952,FA8D8000,,,
5407,-91586560,FA8A8000,,,
5409,-91881472,FA860000,,,
5411,-92487680,FA7CC000,,,
5413,-93274112,FA70C000,,,
5415,-94158848,FA634000,,,
5417,-95256576,FA528000,,,
5419,-96436224,FA408000,,,
5421,-97730560,FA2CC000,,,
5423,-99106816,FA17C000,,,
5425,-100384768,FA044000,,,
5427,-101711872,F9F00000,,,
5429,-103071744,F9DB4000,,,
5431,-104562688,F9C48000,,,
5433,-106217472,F9AB4000,,,
5435,-107675648,F9950000,,,
5437,-109150208,F97E8000,,,
5439,-110755840,F9660000,,,
5441,-112328704,F94E0000,,,
5443,-114065408,F9338000,,,
5445,-115851264,F9184000,,,
5447,-117424128,F9004000,,,
5449,-118882304,F8EA0000,,,
5451,-120340480,F8D3C000,,,
5453,-121585664,F8C0C000,,,
5455,-122667008,F8B04000,,,
5457,-123633664,F8A18000,,,
5459,-124338176,F896C000,,,
5461,-124977152,F88D0000,,,
5463,-125763584,F8810000,,,
5465,-126369792,F877C000,,,
5467,-126681088,F8730000,,,
5469,-127090688,F86CC000,,,
5471,-126599168,F8744000,,,
5473,-125943808,F87E4000,,,
5475,-125009920,F88C8000,,,
5477,-123961344,F89C8000,,,
5479,-122830848,F8ADC000,,,
5481,-121421824,F8C34000,,,
5483,-120078336,F8D7C000,,,
5485,-118816768,F8EB0000,,,
5487,-117506048,F8FF0000,,,
5489,-116310016,F9114000,,,
5491,-115163136,F922C000,,,
5493,-114065408,F9338000,,,
5495,-112984064,F9440000,,,
5497,-111689728,F957C000,,,
5499,-110395392,F96B8000,,,
5501,-109068288,F97FC000,,,
5503,-107642880,F9958000,,,
5505,-106299392,F9AA0000,,,
5507,-104693760,F9C28000,,,
5509,-103071744,F9DB4000,,,
5511,-101728256,F9EFC000,,,
5513,-100499456,FA028000,,,
5515,-99467264,FA124000,,,
5517,-98533376,FA208000,,,
5519,-97550336,FA2F8000,,,
5521,-96649216,FA3D4000,,,
5523,-95862784,FA494000,,,
5525,-95125504,FA548000,,,
5527,-94404608,FA5F8000,,,
5529,-93634560,FA6B4000,,,
5531,-93044736,FA744000,,,
5533,-92520448,FA7C4000,,,
5535,-92045312,FA838000,,,
5537,-91766784,FA87C000,,,
5539,-91602944,FA8A4000,,,
5541,-91668480,FA894000,,,
5543,-91865088,FA864000,,,
5545,-92160000,FA81C000,,,
5547,-92733440,FA790000,,,
5549,-93437952,FA6E4000,,,
5551,-94289920,FA614000,,,
5553,-95338496,FA514000,,,
5555,-96616448,FA3DC000,,,
5557,-98009088,FA288000,,,
5559,-99303424,FA14C000,,,
5561,-100515840,FA024000,,,
5563,-101875712,F9ED8000,,,
5565,-103202816,F9D94000,,,
5567,-104628224,F9C38000,,,
5569,-106283008,F9AA4000,,,
5571,-107790336,F9934000,,,
5573,-109281280,F97C8000,,,
5575,-110903296,F963C000,,,
5577,-112459776,F94C0000,,,
5579,-114130944,F9328000,,,
5581,-115949568,F916C000,,,
5583,-123863040,F89E0000,,,
5585,-124633088,F8924000,,,
5587,-125353984,F8874000,,,
5589,-126058496,F87C8000,,,
5591,-126550016,F8750000,,,
5593,-126992384,F86E4000,,,
5595,-127336448,F8690000,,,
5597,-127582208,F8654000,,,
5599,-127844352,F8614000,,,
5601,-127795200,F8620000,,,
5603,-127631360,F8648000,,,
5605,-127336448,F8690000,,,
5607,-126730240,F8724000,,,
5609,-126107648,F87BC000,,,
5611,-125206528,F8898000,,,
5613,-124092416,F89A8000,,,
5615,-122912768,F8AC8000,,,
5617,-121536512,F8C18000,,,
5619,-120176640,F8D64000,,,
5621,-118882304,F8EA0000,,,
5623,-117587968,F8FDC000,,,
5625,-116424704,F90F8000,,,
5627,-115310592,F9208000,,,
5629,-114147328,F9324000,,,
5631,-113016832,F9438000,,,
5633,-111771648,F9568000,,,
5635,-110493696,F96A0000,,,
5637,-109150208,F97E8000,,,
5639,-107692032,F994C000,,,
5641,-106266624,F9AA8000,,,
5643,-104775680,F9C14000,,,
5645,-103202816,F9D94000,,,
5647,-101744640,F9EF8000,,,
5649,-100499456,FA028000,,,
5651,-99532800,FA114000,,,
5653,-98582528,FA1FC000,,,
5655,-97615872,FA2E8000,,,
5657,-96731136,FA3C0000,,,
5659,-95911936,FA488000,,,
5661,-95240192,FA52C000,,,
5663,-94486528,FA5E4000,,,
5665,-93683712,FA6A8000,,,
5667,-93110272,FA734000,,,
5669,-92585984,FA7B4000,,,
5671,-92110848,FA828000,,,
5673,-91783168,FA878000,,,
5675,-91586560,FA8A8000,,,
5677,-91668480,FA894000,,,
5679,-91832320,FA86C000,,,
5681,-92094464,FA82C000,,,
5683,-92700672,FA798000,,,
5685,-93421568,FA6E8000,,,
5687,-94306304,FA610000,,,
5689,-95387648,FA508000,,,
5691,-96600064,FA3E0000,,,
5693,-97894400,FA2A4000,,,
5695,-106364928,F9A90000,,,
5697,-107954176,F990C000,,,
5699,-109395968,F97AC000,,,
5701,-110952448,F9630000,,,
5703,-112558080,F94A8000,,,
5705,-114262016,F9308000,,,
5707,-116080640,F914C000,,,
5709,-117669888,F8FC8000,,,
5711,-119111680,F8E68000,,,
5713,-120569856,F8D04000,,,
5715,-121765888,F8BE0000,,,
5717,-122830848,F8ADC000,,,
5719,-123879424,F89DC000,,,
5721,-124633088,F8924000,,,
5723,-125255680,F888C000,,,
5725,-125992960,F87D8000,,,
5727,-126533632,F8754000,,,
5729,-126894080,F86FC000,,,
5731,-127238144,F86A8000,,,
5733,-127598592,F8650000,,,
5735,-127827968,F8618000,,,
5737,-127795200,F8620000,,,
5739,-127664128,F8640000,,,
5741,-127320064,F8694000,,,
5743,-126746624,F8720000,,,
5745,-126074880,F87C4000,,,
5747,-125124608,F88AC000,,,
5749,-124043264,F89B4000,,,
5751,-122896384,F8ACC000,,,
5753,-121569280,F8C10000,,,
5755,-120193024,F8D60000,,,
5757,-118882304,F8EA0000,,,
5759,-117620736,F8FD4000,,,
5761,-116424704,F90F8000,,,
5763,-115277824,F9210000,,,
5765,-114130944,F9328000,,,
5767,-112967680,F9444000,,,
5769,-111706112,F9578000,,,
5771,-110428160,F96B0000,,,
5773,-109133824,F97EC000,,,
5775,-107757568,F993C000,,,
5777,-106364928,F9A90000,,,
5779,-104841216,F9C04000,,,
5781,-103317504,F9D78000,,,
5783,-101908480,F9ED0000,,,
5785,-100630528,FA008000,,,
5787,-99598336,FA104000,,,
5789,-98598912,FA1F8000,,,
5791,-97599488,FA2EC000,,,
5793,-96698368,FA3C8000,,,
5795,-95879168,FA490000,,,
5797,-95191040,FA538000,,,
5799,-94486528,FA5E4000,,,
5801,-93831168,FA684000,,,
5803,-93224960,FA718000,,,
5805,-92635136,FA7A8000,,,
5807,-92078080,FA830000,,,
5809,-92635136,FA7A8000,,,
5811,-93421568,FA6E8000,,,
5813,-94322688,FA60C000,,,
5815,-95354880,FA510000,,,
5817,-96567296,FA3E8000,,,
5819,-97861632,FA2AC000,,,
5821,-99254272,FA158000,,,
5823,-100532224,FA020000,,,
5825,-101711872,F9F00000,,,
5827,-103055360,F9DB8000,,,
5829,-104562688,F9C48000,,,
5831,-106233856,F9AB0000,,,
5833,-107773952,F9938000,,,
5835,-109133824,F97EC000,,,
5837,-110706688,F966C000,,,
5839,-112410624,F94CC000,,,
5841,-114065408,F9338000,,,
5843,-115834880,F9188000,,,
5845,-117440512,F9000000,,,
5847,-118849536,F8EA8000,,,
5849,-120307712,F8D44000,,,
5851,-121602048,F8C08000,,,
5853,-122650624,F8B08000,,,
5855,-123600896,F8A20000,,,
5857,-124387328,F8960000,,,
5859,-125075456,F88B8000,,,
5861,-125730816,F8818000,,,
5863,-126238720,F879C000,,,
5865,-126648320,F8738000,,,
5867,-127025152,F86DC000,,,
5869,-127385600,F8684000,,,
5871,-127631360,F8648000,,,
5873,-127631360,F8648000,,,
5875,-127500288,F8668000,,,
5877,-127221760,F86AC000,,,
5879,-126730240,F8724000,,,
5881,-125992960,F87D8000,,,
5883,-125009920,F88C8000,,,
5885,-124026880,F89B8000,,,
5887,-122880000,F8AD0000,,,
5889,-121536512,F8C18000,,,
5891,-120127488,F8D70000,,,
5893,-118767616,F8EBC000,,,
5895,-117587968,F8FDC000,,,
5897,-116473856,F90EC000,,,
5899,-115277824,F9210000,,,
5901,-114114560,F932C000,,,
5903,-113000448,F943C000,,,
5905,-111755264,F956C000,,,
5907,-110510080,F969C000,,,
5909,-109166592,F97E4000,,,
5911,-107806720,F9930000,,,
5913,-106348544,F9A94000,,,
5915,-104742912,F9C1C000,,,
5917,-97206272,FA34C000,,,
5919,-96321536,FA424000,,,
5921,-95551488,FA4E0000,,,
5923,-94781440,FA59C000,,,
5925,-94109696,FA640000,,,
5927,-93356032,FA6F8000,,,
5929,-92667904,FA7A0000,,,
5931,-92192768,FA814000,,,
5933,-91701248,FA88C000,,,
5935,-91373568,FA8DC000,,,
5937,-91242496,FA8FC000,,,
5939,-91242496,FA8FC000,,,
5941,-91406336,FA8D4000,,,
5943,-91668480,FA894000,,,
5945,-92258304,FA804000,,,
5947,-92995584,FA750000,,,
5949,-93782016,FA690000,,,
5951,-94863360,FA588000,,,
5953,-96206848,FA440000,,,
5955,-97517568,FA300000,,,
5957,-98877440,FA1B4000,,,
5959,-100188160,FA074000,,,
5961,-101433344,F9F44000,,,
5963,-102793216,F9DF8000,,,
5965,-104284160,F9C8C000,,,
5967,-105988096,F9AEC000,,,
5969,-107577344,F9968000,,,
5971,-109002752,F980C000,,,
5973,-110559232,F9690000,,,
5975,-112082944,F951C000,,,
5977,-113737728,F9388000,,,
5979,-115589120,F91C4000,,,
5981,-117129216,F904C000,,,
5983,-118603776,F8EE4000,,,
5985,-120127488,F8D70000,,,
5987,-121372672,F8C40000,,,
5989,-122470400,F8B34000,,,
5991,-123469824,F8A40000,,,
5993,-124223488,F8988000,,,
5995,-124960768,F88D4000,,,
5997,-125665280,F8828000,,,
5999,-126173184,F87AC000,,,
6001,-126566400,F874C000,,,
6003,-126894080,F86FC000,,,
6005,-127188992,F86B4000,,,
6007,-127434752,F8678000,,,
6009,-127533056,F8660000,,,
6011,-127434752,F8678000,,,
6013,-127025152,F86DC000,,,
6015,-126484480,F8760000,,,
6017,-125779968,F880C000,,,
6019,-124796928,F88FC000,,,
6021,-123764736,F89F8000,,,
6023,-122601472,F8B14000,,,
6025,-121208832,F8C68000,,,
6027,-119865344,F8DB0000,,,
6029,-112902144,F9454000,,,
6031,-111656960,F9584000,,,
6033,-110297088,F96D0000,,,
6035,-109002752,F980C000,,,
6037,-107593728,F9964000,,,
6039,-106168320,F9AC0000,,,
6041,-104644608,F9C34000,,,
6043,-103038976,F9DBC000,,,
6045,-101744640,F9EF8000,,,
6047,-100581376,FA014000,,,
6049,-99368960,FA13C000,,,
6051,-98451456,FA21C000,,,
6053,-97501184,FA304000,,,
6055,-96567296,FA3E8000,,,
6057,-95764480,FA4AC000,,,
6059,-94945280,FA574000,,,
6061,-94273536,FA618000,,,
6063,-93650944,FA6B0000,,,
6065,-92930048,FA760000,,,
6067,-92405760,FA7E0000,,,
6069,-91930624,FA854000,,,
6071,-91635712,FA89C000,,,
6073,-91586560,FA8A8000,,,
6075,-91504640,FA8BC000,,,
6077,-91619328,FA8A0000,,,
6079,-91963392,FA84C000,,,
6081,-92438528,FA7D8000,,,
6083,-93126656,FA730000,,,
6085,-94060544,FA64C000,,,
6087,-95141888,FA544000,,,
6089,-96419840,FA40C000,,,
6091,-97730560,FA2CC000,,,
6093,-99041280,FA18C000,,,
6095,-100319232,FA054000,,,
6097,-101613568,F9F18000,,,
6099,-102973440,F9DCC000,,,
6101,-104415232,F9C6C000,,,
6103,-106086400,F9AD4000,,,
6105,-107642880,F9958000,,,
6107,-109068288,F97FC000,,,
6109,-110641152,F967C000,,,
6111,-112246784,F94F4000,,,
6113,-113852416,F936C000,,,
6115,-115621888,F91BC000,,,
6117,-117342208,F9018000,,,
6119,-118833152,F8EAC000,,,
6121,-120258560,F8D50000,,,
6123,-121552896,F8C14000,,,
6125,-122617856,F8B10000,,,
6127,-123584512,F8A24000,,,
6129,-124403712,F895C000,,,
6131,-125091840,F88B4000,,,
6133,-125812736,F8804000,,,
6135,-126369792,F877C000,,,
6137,-126763008,F871C000,,,
6139,-127074304,F86D0000,,,
6141,-126713856,F8728000,,,
6143,-126009344,F87D4000,,,
6145,-125091840,F88B4000,,,
6147,-123977728,F89C4000,,,
6149,-122912768,F8AC8000,,,
6151,-121618432,F8C04000,,,
6153,-120193024,F8D60000,,,
6155,-118882304,F8EA0000,,,
6157,-117604352,F8FD8000,,,
6159,-116457472,F90F0000,,,
6161,-115326976,F9204000,,,
6163,-114114560,F932C000,,,
6165,-113000448,F943C000,,,
6167,-111722496,F9574000,,,
6169,-110395392,F96B8000,,,
6171,-109150208,F97E8000,,,
6173,-107790336,F9934000,,,
6175,-106348544,F9A94000,,,
6177,-104824832,F9C08000,,,
6179,-103301120,F9D7C000,,,
6181,-101875712,F9ED8000,,,
6183,-100597760,FA010000,,,
6185,-99483648,FA120000,,,
6187,-98549760,FA204000,,,
6189,-97599488,FA2EC000,,,
6191,-96698368,FA3C8000,,,
6193,-95879168,FA490000,,,
6195,-95158272,FA540000,,,
6197,-94470144,FA5E8000,,,
6199,-93700096,FA6A4000,,,
6201,-93028352,FA748000,,,
6203,-92504064,FA7C8000,,,
6205,-92094464,FA82C000,,,
6207,-91750400,FA880000,,,
6209,-91553792,FA8B0000,,,
6211,-91488256,FA8C0000,,,
6213,-91635712,FA89C000,,,
6215,-91963392,FA84C000,,,
6217,-92520448,FA7C4000,,,
6219,-93224960,FA718000,,,
6221,-94093312,FA644000,,,
6223,-95158272,FA540000,,,
6225,-96387072,FA414000,,,
6227,-97779712,FA2C0000,,,
6229,-99123200,FA178000,,,
6231,-100335616,FA050000,,,
6233,-101597184,F9F1C000,,,
6235,-102940672,F9DD4000,,,
