,0000F8B1,
141,63668,0000F8B4
143,63669,0000F8B5
145,63668,0000F8B4
147,63668,0000F8B4
149,63668,0000F8B4
151,63668,0000F8B4
153,63671,0000F8B7
155,63676,0000F8BC
157,63679,0000F8BF
159,63684,0000F8C4
161,63692,0000F8CC
163,63701,0000F8D5
165,63711,0000F8DF
167,63721,0000F8E9
169,63733,0000F8F5
171,63748,0000F904
173,63764,0000F914
175,63780,0000F924
177,63795,0000F933
179,63811,0000F943
181,63825,0000F951
183,63837,0000F95D
185,63848,0000F968
187,63859,0000F973
189,63870,0000F97E
191,63879,0000F987
193,63888,0000F990
195,63897,0000F999
197,63907,0000F9A3
199,63918,0000F9AE
201,63928,0000F9B8
203,63935,0000F9BF
205,63942,0000F9C6
207,63950,0000F9CE
209,63955,0000F9D3
211,63961,0000F9D9
213,63967,0000F9DF
215,63970,0000F9E2
217,63973,0000F9E5
219,63975,0000F9E7
221,63977,0000F9E9
223,63980,0000F9EC
225,63981,0000F9ED
227,63981,0000F9ED
229,63978,0000F9EA
231,63975,0000F9E7
233,63972,0000F9E4
235,63967,0000F9DF
237,63961,0000F9D9
239,63953,0000F9D1
241,63941,0000F9C5
243,63928,0000F9B8
245,63914,0000F9AA
247,63898,0000F99A
249,63882,0000F98A
251,63866,0000F97A
253,63850,0000F96A
255,63834,0000F95A
257,63818,0000F94A
259,63803,0000F93B
261,63788,0000F92C
263,63775,0000F91F
265,63765,0000F915
267,63752,0000F908
269,63739,0000F8FB
271,63727,0000F8EF
273,63714,0000F8E2
275,63703,0000F8D7
277,63696,0000F8D0
279,63687,0000F8C7
281,63680,0000F8C0
283,63675,0000F8BB
285,63670,0000F8B6
287,63666,0000F8B2
289,63665,0000F8B1
291,63666,0000F8B2
293,63665,0000F8B1
295,63664,0000F8B0
297,63666,0000F8B2
299,63668,0000F8B4
301,63672,0000F8B8
303,63676,0000F8BC
305,63681,0000F8C1
307,63689,0000F8C9
309,63699,0000F8D3
311,63709,0000F8DD
313,63720,0000F8E8
315,63731,0000F8F3
317,63745,0000F901
319,63760,0000F910
321,63777,0000F921
323,63794,0000F932
325,63808,0000F940
327,63822,0000F94E
329,63834,0000F95A
331,63845,0000F965
333,63858,0000F972
335,63869,0000F97D
337,63878,0000F986
339,63887,0000F98F
341,63895,0000F997
343,63907,0000F9A3
345,63918,0000F9AE
347,63926,0000F9B6
349,63934,0000F9BE
351,63941,0000F9C5
353,63948,0000F9CC
355,63955,0000F9D3
357,63960,0000F9D8
359,63966,0000F9DE
361,63970,0000F9E2
363,63971,0000F9E3
365,63975,0000F9E7
367,63979,0000F9EB
369,63980,0000F9EC
371,63982,0000F9EE
373,63982,0000F9EE
375,63979,0000F9EB
377,63976,0000F9E8
379,63974,0000F9E6
381,63970,0000F9E2
383,63961,0000F9D9
385,63953,0000F9D1
387,63943,0000F9C7
389,63930,0000F9BA
391,63916,0000F9AC
393,63902,0000F99E
395,63884,0000F98C
397,63868,0000F97C
399,63853,0000F96D
401,63837,0000F95D
403,63820,0000F94C
405,63804,0000F93C
407,63790,0000F92E
409,63777,0000F921
411,63765,0000F915
413,63754,0000F90A
415,63741,0000F8FD
417,63728,0000F8F0
419,63717,0000F8E5
421,63706,0000F8DA
423,63698,0000F8D2
425,63691,0000F8CB
427,63682,0000F8C2
429,63676,0000F8BC
431,63671,0000F8B7
433,63668,0000F8B4
435,63667,0000F8B3
437,63667,0000F8B3
439,63667,0000F8B3
441,63666,0000F8B2
443,63667,0000F8B3
445,63671,0000F8B7
447,63674,0000F8BA
449,63677,0000F8BD
451,63684,0000F8C4
453,63690,0000F8CA
455,63699,0000F8D3
457,63710,0000F8DE
459,63719,0000F8E7
461,63732,0000F8F4
463,63746,0000F902
465,63762,0000F912
467,63778,0000F922
469,63794,0000F932
471,63809,0000F941
473,63821,0000F94D
475,63834,0000F95A
477,63846,0000F966
479,63857,0000F971
481,63868,0000F97C
483,63879,0000F987
485,63887,0000F98F
487,63895,0000F997
489,63905,0000F9A1
491,63916,0000F9AC
493,63926,0000F9B6
495,63934,0000F9BE
497,63940,0000F9C4
499,63947,0000F9CB
501,63953,0000F9D1
503,63959,0000F9D7
505,63964,0000F9DC
507,63969,0000F9E1
509,63973,0000F9E5
511,63974,0000F9E6
513,63975,0000F9E7
515,63978,0000F9EA
517,63981,0000F9ED
519,63981,0000F9ED
521,63978,0000F9EA
523,63975,0000F9E7
525,63971,0000F9E3
527,63967,0000F9DF
529,63963,0000F9DB
531,63954,0000F9D2
533,63943,0000F9C7
535,63931,0000F9BB
537,63915,0000F9AB
539,63898,0000F99A
541,63882,0000F98A
543,63866,0000F97A
545,63851,0000F96B
547,63835,0000F95B
549,63819,0000F94B
551,63803,0000F93B
553,63788,0000F92C
555,63775,0000F91F
557,63764,0000F914
559,63753,0000F909
561,63742,0000F8FE
563,63728,0000F8F0
565,63714,0000F8E2
567,63705,0000F8D9
569,63696,0000F8D0
571,63687,0000F8C7
573,63682,0000F8C2
575,63676,0000F8BC
577,63672,0000F8B8
579,63667,0000F8B3
581,63665,0000F8B1
583,63666,0000F8B2
585,63665,0000F8B1
587,63665,0000F8B1
589,63666,0000F8B2
591,63669,0000F8B5
593,63672,0000F8B8
595,63675,0000F8BB
597,63680,0000F8C0
599,63688,0000F8C8
601,63697,0000F8D1
603,63706,0000F8DA
605,63717,0000F8E5
607,63729,0000F8F1
609,63743,0000F8FF
611,63758,0000F90E
613,63774,0000F91E
615,63791,0000F92F
617,63806,0000F93E
619,63820,0000F94C
621,63831,0000F957
623,63843,0000F963
625,63856,0000F970
627,63865,0000F979
629,63876,0000F984
631,63887,0000F98F
633,63893,0000F995
635,63903,0000F99F
637,63915,0000F9AB
639,63925,0000F9B5
641,63933,0000F9BD
643,63940,0000F9C4
645,63946,0000F9CA
647,63953,0000F9D1
649,63960,0000F9D8
651,63966,0000F9DE
653,63969,0000F9E1
655,63971,0000F9E3
657,63973,0000F9E5
659,63975,0000F9E7
661,63978,0000F9EA
663,63981,0000F9ED
665,63979,0000F9EB
667,63977,0000F9E9
669,63975,0000F9E7
671,63971,0000F9E3
673,63967,0000F9DF
675,63962,0000F9DA
677,63955,0000F9D3
679,63944,0000F9C8
681,63930,0000F9BA
683,63916,0000F9AC
685,63901,0000F99D
687,63884,0000F98C
689,63867,0000F97B
691,63851,0000F96B
693,63836,0000F95C
695,63821,0000F94D
697,63805,0000F93D
699,63790,0000F92E
701,63778,0000F922
703,63765,0000F915
705,63754,0000F90A
707,63743,0000F8FF
709,63730,0000F8F2
711,63716,0000F8E4
713,63706,0000F8DA
715,63699,0000F8D3
717,63690,0000F8CA
719,63681,0000F8C1
721,63677,0000F8BD
723,63672,0000F8B8
725,63669,0000F8B5
727,63667,0000F8B3
729,63666,0000F8B2
731,63665,0000F8B1
733,63665,0000F8B1
735,63666,0000F8B2
737,63669,0000F8B5
739,63673,0000F8B9
741,63679,0000F8BF
743,63683,0000F8C3
745,63687,0000F8C7
747,63697,0000F8D1
749,63707,0000F8DB
751,63718,0000F8E6
753,63731,0000F8F3
755,63744,0000F900
757,63759,0000F90F
759,63775,0000F91F
761,63791,0000F92F
763,63807,0000F93F
765,63820,0000F94C
767,63832,0000F958
769,63845,0000F965
771,63856,0000F970
773,63866,0000F97A
775,63876,0000F984
777,63885,0000F98D
779,63895,0000F997
781,63904,0000F9A0
783,63915,0000F9AB
785,63926,0000F9B6
787,63933,0000F9BD
789,63940,0000F9C4
791,63947,0000F9CB
793,63954,0000F9D2
795,63960,0000F9D8
797,63966,0000F9DE
799,63970,0000F9E2
801,63973,0000F9E5
803,63975,0000F9E7
805,63977,0000F9E9
807,63979,0000F9EB
809,63982,0000F9EE
811,63982,0000F9EE
813,63979,0000F9EB
815,63978,0000F9EA
817,63975,0000F9E7
819,63970,0000F9E2
821,63964,0000F9DC
823,63957,0000F9D5
825,63946,0000F9CA
827,63932,0000F9BC
829,63919,0000F9AF
831,63904,0000F9A0
833,63887,0000F98F
835,63870,0000F97E
837,63855,0000F96F
839,63838,0000F95E
841,63822,0000F94E
843,63808,0000F940
845,63791,0000F92F
847,63777,0000F921
849,63767,0000F917
851,63755,0000F90B
853,63744,0000F900
855,63732,0000F8F4
857,63721,0000F8E9
859,63709,0000F8DD
861,63698,0000F8D2
863,63691,0000F8CB
865,63683,0000F8C3
867,63678,0000F8BE
869,63675,0000F8BB
871,63670,0000F8B6
873,63668,0000F8B4
875,63668,0000F8B4
877,63667,0000F8B3
879,63667,0000F8B3
881,63669,0000F8B5
883,63671,0000F8B7
885,63674,0000F8BA
887,63677,0000F8BD
889,63682,0000F8C2
891,63690,0000F8CA
893,63699,0000F8D3
895,63708,0000F8DC
897,63717,0000F8E5
899,63728,0000F8F0
901,63743,0000F8FF
903,63758,0000F90E
905,63774,0000F91E
907,63791,0000F92F
909,63805,0000F93D
911,63819,0000F94B
913,63831,0000F957
915,63843,0000F963
917,63854,0000F96E
919,63865,0000F979
921,63875,0000F983
923,63883,0000F98B
925,63892,0000F994
927,63902,0000F99E
929,63912,0000F9A8
931,63922,0000F9B2
933,63932,0000F9BC
935,63939,0000F9C3
937,63946,0000F9CA
939,63953,0000F9D1
941,63958,0000F9D6
943,63963,0000F9DB
945,63968,0000F9E0
947,63970,0000F9E2
949,63973,0000F9E5
951,63975,0000F9E7
953,63978,0000F9EA
955,63979,0000F9EB
957,63979,0000F9EB
959,63978,0000F9EA
961,63975,0000F9E7
963,63972,0000F9E4
965,63969,0000F9E1
967,63962,0000F9DA
969,63953,0000F9D1
971,63944,0000F9C8
973,63932,0000F9BC
975,63918,0000F9AE
977,63902,0000F99E
979,63885,0000F98D
981,63867,0000F97B
983,63851,0000F96B
985,63837,0000F95D
987,63821,0000F94D
989,63805,0000F93D
991,63791,0000F92F
993,63776,0000F920
995,63765,0000F915
997,63754,0000F90A
999,63741,0000F8FD
1001,63728,0000F8F0
1003,63716,0000F8E4
1005,63706,0000F8DA
1007,63697,0000F8D1
1009,63688,0000F8C8
1011,63682,0000F8C2
1013,63677,0000F8BD
1015,63672,0000F8B8
1017,63668,0000F8B4
1019,63665,0000F8B1
1021,63664,0000F8B0
1023,63664,0000F8B0
1025,63663,0000F8AF
1027,63664,0000F8B0
1029,63668,0000F8B4
1031,63671,0000F8B7
1033,63676,0000F8BC
1035,63681,0000F8C1
1037,63688,0000F8C8
1039,63696,0000F8D0
1041,63706,0000F8DA
1043,63716,0000F8E4
1045,63727,0000F8EF
1047,63740,0000F8FC
1049,63755,0000F90B
1051,63770,0000F91A
1053,63788,0000F92C
1055,63805,0000F93D
1057,63818,0000F94A
1059,63831,0000F957
1061,63843,0000F963
1063,63855,0000F96F
1065,63864,0000F978
1067,63875,0000F983
1069,63885,0000F98D
1071,63893,0000F995
1073,63903,0000F99F
1075,63914,0000F9AA
1077,63923,0000F9B3
1079,63931,0000F9BB
1081,63940,0000F9C4
1083,63946,0000F9CA
1085,63953,0000F9D1
1087,63959,0000F9D7
1089,63964,0000F9DC
1091,63968,0000F9E0
1093,63972,0000F9E4
1095,63975,0000F9E7
1097,63976,0000F9E8
1099,63979,0000F9EB
1101,63982,0000F9EE
1103,63981,0000F9ED
1105,63979,0000F9EB
1107,63978,0000F9EA
1109,63974,0000F9E6
1111,63971,0000F9E3
1113,63965,0000F9DD
1115,63956,0000F9D4
1117,63946,0000F9CA
1119,63974,0000F9E6
1121,63971,0000F9E3
1123,63965,0000F9DD
1125,63957,0000F9D5
1127,63947,0000F9CB
1129,63934,0000F9BE
1131,63919,0000F9AF
1133,63904,0000F9A0
1135,63889,0000F991
1137,63872,0000F980
1139,63855,0000F96F
1141,63840,0000F960
1143,63823,0000F94F
1145,63808,0000F940
1147,63793,0000F931
1149,63779,0000F923
1151,63767,0000F917
1153,63756,0000F90C
1155,63744,0000F900
1157,63731,0000F8F3
1159,63718,0000F8E6
1161,63707,0000F8DB
1163,63698,0000F8D2
1165,63691,0000F8CB
1167,63684,0000F8C4
1169,63678,0000F8BE
1171,63672,0000F8B8
1173,63668,0000F8B4
1175,63666,0000F8B2
1177,63667,0000F8B3
1179,63667,0000F8B3
1181,63666,0000F8B2
1183,63666,0000F8B2
1185,63669,0000F8B5
1187,63673,0000F8B9
1189,63677,0000F8BD
1191,63682,0000F8C2
1193,63688,0000F8C8
1195,63697,0000F8D1
1197,63707,0000F8DB
1199,63718,0000F8E6
1201,63728,0000F8F0
1203,63741,0000F8FD
1205,63757,0000F90D
1207,63772,0000F91C
1209,63789,0000F92D
1211,63805,0000F93D
1213,63817,0000F949
1215,63828,0000F954
1217,63841,0000F961
1219,63852,0000F96C
1221,63863,0000F977
1223,63873,0000F981
1225,63883,0000F98B
1227,63891,0000F993
1229,63901,0000F99D
1231,63913,0000F9A9
1233,63921,0000F9B1
1235,63929,0000F9B9
1237,63939,0000F9C3
1239,63946,0000F9CA
1241,63952,0000F9D0
1243,63957,0000F9D5
1245,63962,0000F9DA
1247,63967,0000F9DF
1249,63970,0000F9E2
1251,63974,0000F9E6
1253,63976,0000F9E8
1255,63978,0000F9EA
1257,63980,0000F9EC
1259,63978,0000F9EA
1261,63977,0000F9E9
1263,63977,0000F9E9
1265,63972,0000F9E4
1267,63968,0000F9E0
1269,63963,0000F9DB
1271,63955,0000F9D3
1273,63946,0000F9CA
1275,63933,0000F9BD
1277,63920,0000F9B0
1279,63904,0000F9A0
1281,63887,0000F98F
1283,63871,0000F97F
1285,63855,0000F96F
1287,63840,0000F960
1289,63824,0000F950
1291,63807,0000F93F
1293,63793,0000F931
1295,63780,0000F924
1297,63768,0000F918
1299,63758,0000F90E
1301,63746,0000F902
1303,63731,0000F8F3
1305,63718,0000F8E6
1307,63707,0000F8DB
1309,63700,0000F8D4
1311,63691,0000F8CB
1313,63683,0000F8C3
1315,63677,0000F8BD
1317,63672,0000F8B8
1319,63668,0000F8B4
1321,63667,0000F8B3
1323,63665,0000F8B1
1325,63665,0000F8B1
1327,63666,0000F8B2
1329,63666,0000F8B2
1331,63669,0000F8B5
1333,63672,0000F8B8
1335,63677,0000F8BD
1337,63681,0000F8C1
1339,63686,0000F8C6
1341,63695,0000F8CF
1343,63705,0000F8D9
1345,63716,0000F8E4
1347,63727,0000F8EF
1349,63740,0000F8FC
1351,63755,0000F90B
1353,63772,0000F91C
1355,63788,0000F92C
1357,63804,0000F93C
1359,63818,0000F94A
1361,63830,0000F956
1363,63842,0000F962
1365,63853,0000F96D
1367,63864,0000F978
1369,63875,0000F983
1371,63884,0000F98C
1373,63892,0000F994
1375,63901,0000F99D
1377,63912,0000F9A8
1379,63923,0000F9B3
1381,63930,0000F9BA
1383,63937,0000F9C1
1385,63946,0000F9CA
1387,63952,0000F9D0
1389,63957,0000F9D5
1391,63964,0000F9DC
1393,63968,0000F9E0
1395,63970,0000F9E2
1397,63973,0000F9E5
1399,63976,0000F9E8
1401,63978,0000F9EA
1403,63980,0000F9EC
1405,63980,0000F9EC
1407,63978,0000F9EA
1409,63976,0000F9E8
1411,63974,0000F9E6
1413,63969,0000F9E1
1415,63964,0000F9DC
1417,63957,0000F9D5
1419,63946,0000F9CA
1421,63933,0000F9BD
1423,63920,0000F9B0
1425,63905,0000F9A1
1427,63889,0000F991
1429,63873,0000F981
1431,63856,0000F970
1433,63840,0000F960
1435,63825,0000F951
1437,63811,0000F943
1439,63794,0000F932
1441,63780,0000F924
1443,63769,0000F919
1445,63757,0000F90D
1447,63746,0000F902
1449,63734,0000F8F6
1451,63720,0000F8E8
1453,63708,0000F8DC
1455,63698,0000F8D2
1457,63691,0000F8CB
1459,63684,0000F8C4
1461,63677,0000F8BD
1463,63674,0000F8BA
1465,63669,0000F8B5
1467,63666,0000F8B2
1469,63667,0000F8B3
1471,63665,0000F8B1
1473,63665,0000F8B1
1475,63667,0000F8B3
1477,63668,0000F8B4
1479,63672,0000F8B8
1481,63675,0000F8BB
1483,63680,0000F8C0
1485,63688,0000F8C8
1487,63695,0000F8CF
1489,63704,0000F8D8
1491,63714,0000F8E2
1493,63727,0000F8EF
1495,63741,0000F8FD
1497,63755,0000F90B
1499,63770,0000F91A
1501,63787,0000F92B
1503,63803,0000F93B
1505,63816,0000F948
1507,63829,0000F955
1509,63841,0000F961
1511,63852,0000F96C
1513,63863,0000F977
1515,63874,0000F982
1517,63883,0000F98B
1519,63891,0000F993
1521,63901,0000F99D
1523,63912,0000F9A8
1525,63922,0000F9B2
1527,63932,0000F9BC
1529,63939,0000F9C3
1531,63944,0000F9C8
1533,63951,0000F9CF
1535,63956,0000F9D4
1537,63962,0000F9DA
1539,63969,0000F9E1
1541,63970,0000F9E2
1543,63972,0000F9E4
1545,63974,0000F9E6
1547,63977,0000F9E9
1549,63980,0000F9EC
1551,63981,0000F9ED
1553,63980,0000F9EC
1555,63976,0000F9E8
1557,63972,0000F9E4
1559,63969,0000F9E1
1561,63963,0000F9DB
1563,63956,0000F9D4
1565,63947,0000F9CB
1567,63934,0000F9BE
1569,63921,0000F9B1
1571,63906,0000F9A2
1573,63889,0000F991
1575,63873,0000F981
1577,63857,0000F971
1579,63842,0000F962
1581,63826,0000F952
1583,63809,0000F941
1585,63794,0000F932
1587,63780,0000F924
1589,63769,0000F919
1591,63760,0000F910
1593,63748,0000F904
1595,63735,0000F8F7
1597,63722,0000F8EA
1599,63708,0000F8DC
1601,63699,0000F8D3
1603,63692,0000F8CC
1605,63685,0000F8C5
1607,63678,0000F8BE
1609,63673,0000F8B9
1611,63671,0000F8B7
1613,63668,0000F8B4
1615,63666,0000F8B2
1617,63665,0000F8B1
1619,63664,0000F8B0
1621,63666,0000F8B2
1623,63669,0000F8B5
1625,63671,0000F8B7
1627,63675,0000F8BB
1629,63680,0000F8C0
1631,63686,0000F8C6
1633,63694,0000F8CE
1635,63704,0000F8D8
1637,63714,0000F8E2
1639,63726,0000F8EE
1641,63738,0000F8FA
1643,63753,0000F909
1645,63769,0000F919
1647,63786,0000F92A
1649,63803,0000F93B
1651,63815,0000F947
1653,63828,0000F954
1655,63840,0000F960
1657,63851,0000F96B
1659,63863,0000F977
1661,63873,0000F981
1663,63881,0000F989
1665,63889,0000F991
1667,63899,0000F99B
1669,63910,0000F9A6
1671,63920,0000F9B0
1673,63929,0000F9B9
1675,63938,0000F9C2
1677,63945,0000F9C9
1679,63951,0000F9CF
1681,63958,0000F9D6
1683,63963,0000F9DB
1685,63967,0000F9DF
1687,63971,0000F9E3
1689,63973,0000F9E5
1691,63976,0000F9E8
1693,63977,0000F9E9
1695,63979,0000F9EB
1697,63980,0000F9EC
1699,63979,0000F9EB
1701,63977,0000F9E9
1703,63974,0000F9E6
1705,63970,0000F9E2
1707,63965,0000F9DD
1709,63956,0000F9D4
1711,63948,0000F9CC
1713,63937,0000F9C1
1715,63923,0000F9B3
1717,63908,0000F9A4
1719,63891,0000F993
1721,63874,0000F982
1723,63858,0000F972
1725,63842,0000F962
1727,63827,0000F953
1729,63811,0000F943
1731,63795,0000F933
1733,63782,0000F926
1735,63769,0000F919
1737,63759,0000F90F
1739,63749,0000F905
1741,63735,0000F8F7
1743,63722,0000F8EA
1745,63710,0000F8DE
1747,63701,0000F8D5
1749,63694,0000F8CE
1751,63687,0000F8C7
1753,63680,0000F8C0
1755,63675,0000F8BB
1757,63671,0000F8B7
1759,63669,0000F8B5
1761,63668,0000F8B4
1763,63667,0000F8B3
1765,63667,0000F8B3
1767,63666,0000F8B2
1769,63669,0000F8B5
1771,63673,0000F8B9
1773,63675,0000F8BB
1775,63680,0000F8C0
1777,63687,0000F8C7
1779,63694,0000F8CE
1781,63704,0000F8D8
1783,63714,0000F8E2
1785,63725,0000F8ED
1787,63738,0000F8FA
1789,63753,0000F909
1791,63769,0000F919
1793,63786,0000F92A
1795,63801,0000F939
1797,63816,0000F948
1799,63828,0000F954
1801,63840,0000F960
1803,63854,0000F96E
1805,63864,0000F978
1807,63874,0000F982
1809,63883,0000F98B
1811,63891,0000F993
1813,63901,0000F99D
1815,63911,0000F9A7
1817,63921,0000F9B1
1819,63930,0000F9BA
1821,63938,0000F9C2
1823,63946,0000F9CA
1825,63952,0000F9D0
1827,63958,0000F9D6
1829,63964,0000F9DC
1831,63969,0000F9E1
1833,63972,0000F9E4
1835,63974,0000F9E6
1837,63975,0000F9E7
1839,63978,0000F9EA
1841,63981,0000F9ED
1843,63980,0000F9EC
1845,63979,0000F9EB
1847,63977,0000F9E9
1849,63974,0000F9E6
1851,63968,0000F9E0
1853,63964,0000F9DC
1855,63958,0000F9D6
1857,63948,0000F9CC
1859,63936,0000F9C0
1861,63923,0000F9B3
1863,63907,0000F9A3
1865,63890,0000F992
1867,63874,0000F982
1869,63858,0000F972
1871,63842,0000F962
1873,63827,0000F953
1875,63812,0000F944
1877,63796,0000F934
1879,63781,0000F925
1881,63769,0000F919
1883,63758,0000F90E
1885,63747,0000F903
1887,63735,0000F8F7
1889,63720,0000F8E8
1891,63709,0000F8DD
1893,63701,0000F8D5
1895,63692,0000F8CC
1897,63684,0000F8C4
1899,63678,0000F8BE
1901,63672,0000F8B8
1903,63668,0000F8B4
1905,63666,0000F8B2
1907,63667,0000F8B3
1909,63666,0000F8B2
1911,63666,0000F8B2
1913,63667,0000F8B3
1915,63668,0000F8B4
1917,63670,0000F8B6
1919,63675,0000F8BB
1921,63678,0000F8BE
1923,63684,0000F8C4
1925,63693,0000F8CD
1927,63703,0000F8D7
1929,63713,0000F8E1
1931,63724,0000F8EC
1933,63736,0000F8F8
1935,63752,0000F908
1937,63768,0000F918
1939,63784,0000F928
1941,63799,0000F937
1943,63812,0000F944
1945,63825,0000F951
1947,63837,0000F95D
1949,63850,0000F96A
1951,63862,0000F976
1953,63871,0000F97F
1955,63880,0000F988
1957,63890,0000F992
1959,63899,0000F99B
1961,63909,0000F9A5
1963,63918,0000F9AE
1965,63928,0000F9B8
1967,63936,0000F9C0
1969,63942,0000F9C6
1971,63949,0000F9CD
1973,63955,0000F9D3
1975,63960,0000F9D8
1977,63967,0000F9DF
1979,63970,0000F9E2
1981,63972,0000F9E4
1983,63975,0000F9E7
1985,63977,0000F9E9
1987,63979,0000F9EB
1989,63980,0000F9EC
1991,63978,0000F9EA
1993,63977,0000F9E9
1995,63974,0000F9E6
1997,63971,0000F9E3
1999,63967,0000F9DF
2001,63959,0000F9D7
2003,63949,0000F9CD
2005,63936,0000F9C0
2007,63923,0000F9B3
2009,63908,0000F9A4
2011,63891,0000F993
2013,63874,0000F982
2015,63858,0000F972
2017,63842,0000F962
2019,63826,0000F952
2021,63811,0000F943
2023,63796,0000F934
2025,63781,0000F925
2027,63769,0000F919
2029,63759,0000F90F
2031,63747,0000F903
2033,63734,0000F8F6
2035,63721,0000F8E9
2037,63709,0000F8DD
2039,63700,0000F8D4
2041,63694,0000F8CE
2043,63684,0000F8C4
2045,63677,0000F8BD
2047,63674,0000F8BA
2049,63668,0000F8B4
2051,63666,0000F8B2
2053,63666,0000F8B2
2055,63665,0000F8B1
2057,63664,0000F8B0
2059,63664,0000F8B0
2061,63667,0000F8B3
2063,63670,0000F8B6
2065,63673,0000F8B9
2067,63678,0000F8BE
2069,63683,0000F8C3
2071,63691,0000F8CB
2073,63701,0000F8D5
2075,63710,0000F8DE
2077,63721,0000F8E9
2079,63734,0000F8F6
2081,63748,0000F904
2083,63764,0000F914
2085,63779,0000F923
2087,63795,0000F933
2089,63810,0000F942
2091,63822,0000F94E
2093,63836,0000F95C
2095,63848,0000F968
2097,63859,0000F973
2099,63869,0000F97D
2101,63877,0000F985
2103,63885,0000F98D
2105,63896,0000F998
2107,63906,0000F9A2
2109,63917,0000F9AD
2111,63926,0000F9B6
2113,63933,0000F9BD
2115,63940,0000F9C4
2117,63948,0000F9CC
2119,63954,0000F9D2
2121,63959,0000F9D7
2123,63964,0000F9DC
2125,63967,0000F9DF
2127,63969,0000F9E1
2129,63972,0000F9E4
2131,63974,0000F9E6
2133,63976,0000F9E8
2135,63978,0000F9EA
2137,63976,0000F9E8
2139,63973,0000F9E5
2141,63971,0000F9E3
2143,63968,0000F9E0
2145,63963,0000F9DB
2147,63955,0000F9D3
2149,63946,0000F9CA
2151,63935,0000F9BF
2153,63921,0000F9B1
2155,63906,0000F9A2
2157,63890,0000F992
2159,63872,0000F980
2161,63857,0000F971
2163,63842,0000F962
2165,63825,0000F951
2167,63809,0000F941
2169,63794,0000F932
2171,63779,0000F923
2173,63768,0000F918
2175,63757,0000F90D
2177,63746,0000F902
2179,63732,0000F8F4
2181,63718,0000F8E6
2183,63706,0000F8DA
2185,63697,0000F8D1
2187,63689,0000F8C9
2189,63681,0000F8C1
2191,63673,0000F8B9
2193,63668,0000F8B4
2195,63664,0000F8B0
2197,63661,0000F8AD
2199,63661,0000F8AD
2201,63661,0000F8AD
2203,63660,0000F8AC
2205,63661,0000F8AD
2207,63662,0000F8AE
2209,63666,0000F8B2
2211,63669,0000F8B5
2213,63673,0000F8B9
2215,63680,0000F8C0
2217,63687,0000F8C7
2219,63697,0000F8D1
2221,63709,0000F8DD
2223,63718,0000F8E6
2225,63730,0000F8F2
2227,63745,0000F901
2229,63760,0000F910
2231,63777,0000F921
2233,63793,0000F931
2235,63807,0000F93F
2237,63819,0000F94B
2239,63832,0000F958
2241,63844,0000F964
2243,63854,0000F96E
2245,63865,0000F979
2247,63875,0000F983
2249,63883,0000F98B
2251,63892,0000F994
2253,63903,0000F99F
2255,63913,0000F9A9
2257,63922,0000F9B2
2259,63930,0000F9BA
2261,63937,0000F9C1
2263,63944,0000F9C8
2265,63950,0000F9CE
2267,63955,0000F9D3
2269,63961,0000F9D9
2271,63964,0000F9DC
2273,63967,0000F9DF
2275,63969,0000F9E1
2277,63971,0000F9E3
2279,63975,0000F9E7
2281,63976,0000F9E8
2283,63974,0000F9E6
2285,63972,0000F9E4
2287,63968,0000F9E0
2289,63965,0000F9DD
2291,63961,0000F9D9
2293,63953,0000F9D1
2295,63945,0000F9C9
2297,63934,0000F9BE
2299,63920,0000F9B0
2301,63905,0000F9A1
2303,63889,0000F991
2305,63873,0000F981
2307,63855,0000F96F
2309,63839,0000F95F
2311,63824,0000F950
2313,63808,0000F940
2315,63793,0000F931
2317,63779,0000F923
2319,63766,0000F916
2321,63756,0000F90C
2323,63746,0000F902
2325,63733,0000F8F5
2327,63719,0000F8E7
2329,63706,0000F8DA
2331,63696,0000F8D0
2333,63687,0000F8C7
2335,63680,0000F8C0
2337,63674,0000F8BA
2339,63669,0000F8B5
2341,63664,0000F8B0
2343,63662,0000F8AE
2345,63661,0000F8AD
2347,63662,0000F8AE
2349,63662,0000F8AE
2351,63661,0000F8AD
2353,63663,0000F8AF
2355,63666,0000F8B2
2357,63670,0000F8B6
2359,63674,0000F8BA
2361,63680,0000F8C0
2363,63688,0000F8C8
2365,63696,0000F8D0
2367,63706,0000F8DA
2369,63718,0000F8E6
2371,63730,0000F8F2
2373,63745,0000F901
2375,63761,0000F911
2377,63776,0000F920
2379,63793,0000F931
2381,63809,0000F941
2383,63820,0000F94C
2385,63833,0000F959
2387,63845,0000F965
2389,63853,0000F96D
2391,63863,0000F977
2393,63874,0000F982
2395,63885,0000F98D
2397,63893,0000F995
2399,63902,0000F99E
2401,63914,0000F9AA
2403,63922,0000F9B2
2405,63931,0000F9BB
2407,63940,0000F9C4
2409,63945,0000F9C9
2411,63951,0000F9CF
2413,63957,0000F9D5
2415,63963,0000F9DB
2417,63965,0000F9DD
2419,63967,0000F9DF
2421,63970,0000F9E2
2423,63973,0000F9E5
2425,63976,0000F9E8
2427,63978,0000F9EA
2429,63976,0000F9E8
2431,63974,0000F9E6
2433,63972,0000F9E4
2435,63968,0000F9E0
2437,63963,0000F9DB
2439,63955,0000F9D3
2441,63946,0000F9CA
2443,63936,0000F9C0
2445,63923,0000F9B3
2447,63908,0000F9A4
2449,63892,0000F994
